722	0.1802265	-0.04886755	0.008026123	-0.1686558	-0.02794474	0.0242306	-0.01505618	-0.5468313	-0.005442739	0.0722435	-0.2933449	0.05127084	0.01806087	-0.07333621	0.01281771	0.004515219	-0.01833405	0.003204428	0.05873531	-0.2534206	-0.02690399	0.01468383	-0.06335515	-0.006725997	0.003670957	-0.01583879	-0.001681499	-0.07964538	-0.2990315	0.02888286	-0.01991135	-0.07475788	0.007220715	0.004515219	-0.01833405	0.003204428	-0.06002572	-0.2622461	-0.01226747	-0.01500643	-0.06556152	-0.003066868	0.003670957	-0.01583879	-0.001681499
725	0.179641	-0.04821137	0.006583095	-0.1685682	-0.02760094	0.02707255	-0.01523712	-0.5470781	-0.005029559	0.07241606	-0.2935477	0.05036724	0.0135888	-0.05505288	0.009387381	0.002268394	-0.009179708	0.001545738	0.05900826	-0.2531774	-0.02641356	0.01108111	-0.04745556	-0.004921891	0.001852538	-0.007904192	-0.0008100979	-0.07871222	-0.2984006	0.02788091	-0.01470022	-0.05591069	0.005165048	0.002268394	-0.009179708	0.001545738	-0.05922338	-0.2609962	-0.01125216	-0.01105424	-0.04885867	-0.002046324	0.001852538	-0.007904192	-0.0008100979
728	0.1785639	-0.04747099	0.0004042387	-0.1687179	-0.02939728	0.03133368	-0.01618631	-0.5481926	-0.005999327	0.07281801	-0.2930658	0.0477742	0.01029208	-0.04116917	0.006392276	0.000877118	-0.003413851	0.0004105275	0.05751996	-0.252505	-0.02890408	0.007938756	-0.03542358	-0.004314048	0.0006038153	-0.002920149	-0.0004556128	-0.07552625	-0.2945056	0.02664959	-0.01022867	-0.04095926	0.003565958	0.000877118	-0.003413851	0.0004105275	-0.05683964	-0.2585887	-0.01295912	-0.007694744	-0.03604212	-0.001961483	0.0006038153	-0.002920149	-0.0004556128
731	0.1784649	-0.04761013	-0.003498673	-0.1674777	-0.02829793	0.03438318	-0.01435041	-0.5497375	-0.004442215	0.07230045	-0.2905143	0.04291415	0.007589673	-0.030239	0.003579196	-1.776445E-05	0.0001721529	-0.0003953744	0.0563065	-0.2517236	-0.03080153	0.005650701	-0.02637234	-0.0037099	-0.0001191521	7.269811E-05	-0.0001906725	-0.07386862	-0.29416	0.02434075	-0.007257096	-0.03063305	0.002097257	-1.776445E-05	0.0001721529	-0.0003953744	-0.05690035	-0.2617429	-0.01499295	-0.005786235	-0.02782016	-0.001979569	-0.0001191521	7.269811E-05	-0.0001906725
735	0.1773885	-0.04631707	-0.007496476	-0.1674513	-0.02589595	0.03707993	-0.0139594	-0.556531	-0.004988551	0.07162464	-0.2895473	0.03785455	0.005523302	-0.02243751	0.001419497	-0.0005299162	0.002079488	-0.0008364555	0.05533049	-0.2509314	-0.03172874	0.003994023	-0.01958121	-0.003014227	-0.0005035336	0.001752306	3.091374E-05	-0.07114646	-0.2927711	0.02102602	-0.004762282	-0.02262757	0.0007442593	-0.0005299162	0.002079488	-0.0008364555	-0.05680868	-0.2660537	-0.018314	-0.004316758	-0.02194282	-0.00231494	-0.0005035336	0.001752306	3.091374E-05
738	0.1761235	-0.04522192	-0.01106513	-0.1677023	-0.02690324	0.03798425	-0.01474003	-0.5572783	-0.006310582	0.07130483	-0.2889653	0.03198898	0.004062524	-0.01668263	-0.0004017706	-0.0007626315	0.002998336	-0.001082659	0.05258039	-0.2500978	-0.03580737	0.002307993	-0.01447748	-0.003280327	-0.0007991578	0.00259016	-4.333965E-05	-0.06943649	-0.289033	0.01575565	-0.003144219	-0.01603614	-0.000759396	-0.0007626315	0.002998336	-0.001082659	-0.05287671	-0.2689717	-0.01929355	-0.002254576	-0.01718659	-0.001981091	-0.0007991578	0.00259016	-4.333965E-05
741	0.1738066	-0.04444149	-0.01403522	-0.1667135	-0.02467191	0.04107881	-0.01447138	-0.5617279	0.0009081364	0.07124811	-0.2851843	0.02883697	0.003032715	-0.01156672	-0.001089331	-0.000829426	0.00352773	-0.0009838841	0.05005319	-0.2493215	-0.03789222	0.001099197	-0.01066406	-0.002981458	-0.0009015674	0.002895976	4.221248E-05	-0.06663042	-0.2887906	0.01153779	-0.001656648	-0.0119665	-0.001624013	-0.000829426	0.00352773	-0.0009838841	-0.05136764	-0.2682303	-0.02099407	-0.001313664	-0.01270461	-0.001910948	-0.0009015674	0.002895976	4.221248E-05
745	0.1722304	-0.04294014	-0.01551557	-0.1679723	-0.02347538	0.04200232	-0.01274877	-0.5638578	0.002916932	0.06967586	-0.2857385	0.02638996	0.001881473	-0.008813603	-0.001428751	-0.0009098798	0.003334076	-0.000822768	0.04859731	-0.2481599	-0.04131675	0.0004604254	-0.007707642	-0.003092225	-0.0008358684	0.002911086	3.967645E-06	-0.06223646	-0.286135	0.008853793	-0.0001439943	-0.008310973	-0.001889009	-0.0009098798	0.003334076	-0.000822768	-0.05136409	-0.267613	-0.02489555	-0.0009843616	-0.009374127	-0.002408582	-0.0008358684	0.002911086	3.967645E-06
748	0.1705977	-0.04353791	-0.01805699	-0.1681121	-0.02344939	0.04336309	-0.01169076	-0.5653977	0.00974834	0.06990147	-0.2844771	0.02640331	0.001467506	-0.006294849	-0.001068225	-0.0007859017	0.003130245	-0.0005269446	0.04695585	-0.2471625	-0.04385376	-6.504403E-05	-0.005531372	-0.002953422	-0.0007582686	0.002727382	3.767658E-05	-0.05871294	-0.2846925	0.007370114	0.0007728827	-0.005872621	-0.001787676	-0.0007859017	0.003130245	-0.0005269446	-0.04547192	-0.2642403	-0.02487111	0.0007347719	-0.006187413	-0.001800327	-0.0007582686	0.002727382	3.767658E-05
751	0.1689224	-0.04334557	-0.02120209	-0.1676009	-0.02345139	0.04426539	-0.01206032	-0.5619487	0.01797414	0.0714038	-0.2829902	0.02675343	0.001476213	-0.004349412	-0.0007136394	-0.0005872494	0.002834043	-0.000306562	0.0443327	-0.2467942	-0.04426575	-0.000704572	-0.004056462	-0.002318063	-0.0007285834	0.002414264	0.0001870971	-0.05351248	-0.286678	0.007205129	0.001879777	-0.004900846	-0.001382004	-0.0005872494	0.002834043	-0.000306562	-0.04753	-0.2626292	-0.02895629	3.656046E-05	-0.004237789	-0.002371541	-0.0007285834	0.002414264	0.0001870971
755	0.1711972	-0.04271495	-0.01997304	-0.1650064	-0.02294922	0.04557681	-0.01020813	-0.56163	0.02713251	0.07156806	-0.2834238	0.02408612	0.001148224	-0.003370465	-0.001202057	-0.0005224344	0.002370269	-0.0003520258	0.04766056	-0.2617903	-0.04284716	0.0003035364	-0.006791375	-0.0013839	-0.0002944105	0.00112697	0.0003738637	-0.05226681	-0.2871344	0.006572485	0.001721252	-0.003789725	-0.001194664	-0.0005224344	0.002370269	-0.0003520258	-0.04466146	-0.2583092	-0.0266546	0.0007445536	-0.00209835	-0.001203232	-0.0002944105	0.00112697	0.0003738637
758	0.1721679	-0.04279768	-0.02056587	-0.1644698	-0.01942205	0.04509592	-0.009331672	-0.5613209	0.03695583	0.07226315	-0.2858883	0.02676332	0.001034941	-0.003143952	-0.0002322418	-0.0004201464	0.00183433	-2.156568E-05	0.04189485	-0.2603615	-0.0505172	-0.001213774	-0.004736313	-0.002955436	-0.0006001355	0.001358993	-0.0001124863	-0.04875186	-0.2930567	0.00968945	0.002169676	-0.004322866	-0.0001167564	-0.0004201464	0.00183433	-2.156568E-05	-0.03866471	-0.2488753	-0.02002037	0.002057602	0.0007847261	0.0007561346	-0.0006001355	0.001358993	-0.0001124863
