471	0.2048022	0.05650911	0.04862261	-0.1611341	0.05157384	0.02438736	0.01507409	-0.4619929	-0.1625938	0.1706448	0.08205643	-0.09621596	0.0002873919	-0.0002738192	0.0003282412	4.548341E-05	-3.871681E-05	5.728636E-05	-0.2414902	0.01705801	-0.03996086	0.0001223909	-8.672447E-05	-0.0002772386	-0.0003294259	-1.321564E-05	0.0001006348	-0.1747104	0.09933671	-0.1145918	5.780061E-05	3.865332E-05	7.894864E-05	4.548341E-05	-3.871681E-05	5.728636E-05	0.2003034	0.04993743	-0.02916312	-4.484635E-06	3.623992E-05	4.84327E-06	-0.0003294259	-1.321564E-05	0.0001006348
474	0.2123669	0.05571172	0.04837155	-0.1534812	0.05077228	0.0242753	0.02260278	-0.4626848	-0.1626987	0.1711113	0.08153212	-0.09575176	0.0003321604	-0.0003364424	0.0003622312	4.530468E-05	-4.469343E-05	5.146226E-05	-0.2423868	0.01717025	-0.03972769	-0.0001323613	-3.698446E-05	-0.0001496356	-0.0003107575	2.523269E-06	0.0001073768	-0.1748446	0.09946358	-0.1146653	9.807947E-06	6.070711E-05	4.085325E-05	4.530468E-05	-4.469343E-05	5.146226E-05	0.2005163	0.04946023	-0.02806139	4.98821E-05	-9.211876E-05	0.0002790655	-0.0003107575	2.523269E-06	0.0001073768
477	0.2162629	0.05538192	0.04857945	-0.1502603	0.0504016	0.02415442	0.02581827	-0.4624721	-0.162291	0.1711322	0.08137301	-0.09586906	0.000254358	-0.0002921105	0.0002423479	1.452793E-05	-2.243709E-05	8.625873E-06	-0.2432168	0.01728547	-0.03955936	-0.0003067771	1.065597E-06	-7.014583E-05	-0.0002766721	1.140497E-05	0.0001004051	-0.1750594	0.09961089	-0.1147413	-4.634782E-05	8.235856E-05	1.162605E-05	1.452793E-05	-2.243709E-05	8.625873E-06	0.2006799	0.0491091	-0.0270977	7.828919E-05	-0.0001568718	0.0004502211	-0.0002766721	1.140497E-05	0.0001004051
481	0.2008659	0.0575076	0.04884601	-0.1655288	0.05245867	0.02447343	0.01058439	-0.4605817	-0.1617508	0.1712933	0.08125001	-0.09564424	0.0002310277	-0.0002498314	0.0002379681	5.06337E-06	-6.258044E-06	5.374457E-06	-0.2432331	0.01725024	-0.0397253	-0.0002341657	-8.007389E-06	-9.409421E-05	-0.0001893512	6.285479E-06	6.931671E-05	-0.1751548	0.1000991	-0.1147342	-5.861018E-05	0.0001838318	1.050768E-05	5.06337E-06	-6.258044E-06	5.374457E-06	0.2009197	0.04831642	-0.02661586	0.000118668	-0.0003158244	0.0004581268	-0.0001893512	6.285479E-06	6.931671E-05
484	0.2003896	0.05753934	0.04865217	-0.1659692	0.05247146	0.02430773	0.01052875	-0.460846	-0.1617298	0.1714113	0.08110902	-0.09553456	0.0002027714	-0.0002226223	0.0002058942	-3.266562E-06	2.108756E-06	-3.98763E-06	-0.2435154	0.01741052	-0.03948951	-0.0002461962	3.406368E-05	-1.162167E-05	-0.000145021	1.523188E-05	7.260567E-05	-0.1754204	0.100506	-0.1148248	-0.000110346	0.0002395966	-1.476901E-05	-3.266562E-06	2.108756E-06	-3.98763E-06	0.2009986	0.04798973	-0.02670884	0.0001087413	-0.0003185416	0.0003203493	-0.000145021	1.523188E-05	7.260567E-05
487	0.1943838	0.059374	0.04960585	-0.1718902	0.05420724	0.02521539	0.004572101	-0.4590116	-0.1608388	0.1714619	0.08102432	-0.09551477	0.0001647371	-0.0001881412	0.0001593678	-1.19585E-05	1.020182E-05	-1.462232E-05	-0.2436534	0.01716977	-0.03978014	-0.0002191471	-3.463803E-05	-8.137431E-05	-0.0001020035	-5.75152E-06	3.701609E-05	-0.1757565	0.101201	-0.1148896	-0.0001667872	0.000353445	-2.728922E-05	-1.19585E-05	1.020182E-05	-1.462232E-05	0.2012301	0.04706252	-0.02679014	0.0001394284	-0.0004707086	0.0002199368	-0.0001020035	-5.75152E-06	3.701609E-05
491	0.1871283	0.05927241	0.04964399	-0.1790099	0.05419746	0.02526379	-0.002543194	-0.4590694	-0.1608627	0.1716714	0.08086741	-0.0952158	0.0001759304	-0.0001803332	0.0001942701	-6.170549E-06	9.603366E-06	-2.241168E-06	-0.2212996	0.04515868	-0.04360557	0.005424093	0.006971249	-0.001017387	0.001334307	0.001747158	-0.0002062412	-0.1759286	0.1018055	-0.1150343	-0.0001681138	0.0004162113	-5.664693E-05	-6.170549E-06	9.603366E-06	-2.241168E-06	0.2014187	0.0462321	-0.02706838	0.0001517223	-0.0005606345	9.539397E-05	0.001334307	0.001747158	-0.0002062412
494	0.1856328	0.05919906	0.04966354	-0.1803722	0.05412397	0.02536845	-0.003925754	-0.4590998	-0.1608591	0.172034	0.08055526	-0.09473538	0.0002225953	-0.0002132873	0.0002658059	7.038312E-06	-1.035991E-06	1.620308E-05	-0.2381172	0.02576905	-0.03885794	-0.0001363377	0.0003810297	0.0004238668	-0.0003893771	-0.0003371863	0.0002056326	-0.1761861	0.1023485	-0.115176	-0.0001904658	0.0004479006	-7.789036E-05	7.038312E-06	-1.035991E-06	1.620308E-05	0.2014428	0.04601562	-0.02749038	0.0001198043	-0.0004745969	-3.395474E-05	-0.0003893771	-0.0003371863	0.0002056326
498	0.1860087	0.06100571	0.04730844	-0.1769008	0.05333254	0.02493858	-0.0004661418	-0.4598906	-0.1613073	0.17462	0.0772742	-0.09232903	0.0008134519	-0.0009802297	0.0008009441	0.0001529929	-0.0001925126	0.0001459369	-0.2387631	0.02419585	-0.03935218	-0.000263726	-0.000107529	0.0001943397	-0.0003238799	-0.0003750294	9.684269E-05	-0.1763793	0.1027901	-0.1154361	-0.0001911403	0.0004463356	-0.0001234464	0.0001529929	-0.0001925126	0.0001459369	0.2016446	0.04527962	-0.02719498	0.0001403011	-0.0005399472	4.83841E-05	-0.0003238799	-0.0003750294	9.684269E-05
501	0.184646	0.0610846	0.04788589	-0.1785451	0.05383462	0.02517533	-0.002095077	-0.4593428	-0.1610405	0.1742917	0.07767722	-0.09266973	0.0005280171	-0.0006344181	0.000515533	4.338595E-05	-5.793155E-05	3.809987E-05	-0.2396701	0.02327627	-0.03869653	-0.0004245417	-0.0003105419	0.0003096676	-0.0002831139	-0.0003320252	0.000101464	-0.1765672	0.1029924	-0.1154668	-0.0001903497	0.0003853188	-0.0001002738	4.338595E-05	-5.793155E-05	3.809987E-05	0.2016685	0.04509813	-0.0274868	0.0001112124	-0.0004503344	-3.666801E-05	-0.0002831139	-0.0003320252	0.000101464
